lat,lon,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude__y_,Longitude__x_,Code postal,amiante,gislation,gorie
-73.578516,45.574377,0,Institut De Cardiologie De Montréal,Institut National de Psychiatrie Légale Philippe-Pinel,5000 rue Bélanger,Montréal,Québec,H1T 1C8,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.574377,-73.578516,H1T 1C8,100%,LSST RSST et CSTC,Établissement de Santé
-73.533301,45.655782,0,Institut National De Psychiatrie Légale Philippe-Pinel,CIUSSS du Nord-de-L'Ile-de-Montréal,10905 boulevard Henri-Bourassa Est,Montréal,Québec,H1C 1H1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC*,Établissement de Santé,45.655782,-73.533301,H1C 1H1,100%,LSST RSST et CSTC*,Établissement de Santé
-73.608973,45.545428,0,Bureaux Administratifs - Hôpital Jean-Talon - Rue Jean-Talon,CIUSSS du Nord-de-L'Ile-de-Montréal,1360 rue Jean-Talon Est,Montréal,Québec,H2E 1S2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.545428,-73.608973,H2E 1S2,100%,LSST RSST et CSTC,Établissement de Santé
-73.68797,45.547241,0,Centre D'Hébergement Notre-Dame-De-La-Merci,CIUSSS du Nord-de-L'Ile-de-Montréal,555 boulevard Gouin Ouest,Montréal,Québec,H3L 1K5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.547241,-73.68797,H3L 1K5,100%,LSST RSST et CSTC,Établissement de Santé
-73.611447,45.623085,0,Centre Multi. Sss Rivière-Des-Prairies,CIUSSS du Nord-de-L'Ile-de-Montréal,7070 boulevard Perras,Montréal,Québec,H1E 1A4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.623085,-73.611447,H1E 1A4,80%,LSST RSST et CSTC,Établissement de Santé
-73.65373,45.549129,0,Centre Serv. Amb Et Maison De Naissance Louvain,CIUSSS du Nord-de-L'Ile-de-Montréal,9600 rue Saint-Denis,Montréal,Québec,H2M 1P2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.549129,-73.65373,H2M 1P2,100%,LSST RSST et CSTC,Établissement de Santé
-73.609098,45.539742,0,CHSLD Auclair,CIUSSS du Nord-de-L'Ile-de-Montréal,6910 rue Boyer,Montréal,Québec,H2S 2J7,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.539742,-73.609098,H2S 2J7,80%,LSST RSST et CSTC,Établissement de Santé
-73.717215,45.531327,0,CHSLD De Cartierville,CIUSSS du Nord-de-L'Ile-de-Montréal,12235 rue Grenet,Montréal,Québec,H4J 2N9,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.531327,-73.717215,H4J 2N9,100%,LSST RSST et CSTC,Établissement de Santé
-73.600667,45.546093,0,CHSLD De La Petite-Patrie,CIUSSS du Nord-de-L'Ile-de-Montréal,6767 rue Cartier,Montréal,Québec,H2G 3G2,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.546093,-73.600667,H2G 3G2,80%,LSST RSST et CSTC,Établissement de Santé
-73.679912,45.516907,0,CHSLD De Saint-Laurent,CIUSSS du Nord-de-L'Ile-de-Montréal,1275 boulevard de la Côte-Vertu,Montréal,Québec,H4L 4V2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.516907,-73.679912,H4L 4V2,100%,LSST RSST et CSTC,Établissement de Santé
-73.680849,45.517238,0,CHSLD De Saint-Laurent,CIUSSS du Nord-de-L'Ile-de-Montréal,1055 ave. Ste-Croix,Montréal,Québec,H4L 3Z2,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.517238,-73.680849,H4L 3Z2,80%,LSST RSST et CSTC,Établissement de Santé
-73.662035,45.568083,0,CHSLD Laurendeau,CIUSSS du Nord-de-L'Ile-de-Montréal,1725 boulevard Gouin Est,Montréal,Québec,H2C 3H6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.568083,-73.662035,H2C 3H6,100%,LSST RSST et CSTC,Établissement de Santé
-73.635034,45.558602,0,CHSLD Légaré,CIUSSS du Nord-de-L'Ile-de-Montréal,1615 avenue Émile-Journault,Montréal,Québec,H2M 2G3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.558602,-73.635034,H2M 2G3,100%,LSST RSST et CSTC,Établissement de Santé
-73.599621,45.532343,0,CHSLD Paul-Gouin,CIUSSS du Nord-de-L'Ile-de-Montréal,5900 rue De Saint-Vallier,Montréal,Québec,H2S 2P3,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.532343,-73.599621,H2S 2P3,80%,LSST RSST et CSTC,Établissement de Santé
-73.690396,45.540927,0,CHSLD Saint-Joseph-De-La-Providence,CIUSSS du Nord-de-L'Ile-de-Montréal,11844 avenue du Bois-de-Boulogne,Montréal,Québec,H3M 2X7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.540927,-73.690396,H3M 2X7,100%,LSST RSST et CSTC,Établissement de Santé
-73.689432,45.540853,0,CHSLD Saint-Joseph-De-La-Providence,CIUSSS du Nord-de-L'Ile-de-Montréal,11822 avenue du Bois-de-Boulogne,Montréal,Québec,H3M 2X6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.540853,-73.689432,H3M 2X6,100%,LSST RSST et CSTC,Établissement de Santé
-73.690391,45.541367,0,CHSLD Saint-Joseph-De-La-Providence,CIUSSS du Nord-de-L'Ile-de-Montréal,11850 avenue du Bois-de-Boulogne,Montréal,Québec,H3M 2X6,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.541367,-73.690391,H3M 2X6,80%,LSST RSST et CSTC,Établissement de Santé
-73.605205,45.534809,0,CLSC De La Petite-Patrie,CIUSSS du Nord-de-L'Ile-de-Montréal,6520 rue De Saint-Vallier,Montréal,Québec,H2S 2P7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.534809,-73.605205,H2S 2P7,100%,LSST RSST et CSTC,Établissement de Santé
-73.714118,45.532648,0,Hôpital Du Sacré-Coeur De Montréal,CIUSSS du Nord-de-L'Ile-de-Montréal,5400 boulevard Gouin Ouest,Montréal,Québec,H3L 1J2,50%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.532648,-73.714118,H3L 1J2,50%,LSST RSST et CSTC,Établissement de Santé
-73.728871,45.529089,0,Hôpital En Santé Mentale Albert-Prévost,CIUSSS du Nord-de-L'Ile-de-Montréal,6555 boulevard Gouin Ouest,Montréal,Québec,H4K 1B3,50%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.529089,-73.728871,H4K 1B3,50%,LSST RSST et CSTC,Établissement de Santé
-73.649955,45.572225,0,Hôpital Fleury,CIUSSS du Nord-de-L'Ile-de-Montréal,2180 rue Fleury Est,Montréal,Québec,H2B 1K3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.572225,-73.649955,H2B 1K3,100%,LSST RSST et CSTC,Établissement de Santé
-73.647799,45.570887,0,Hôpital Fleury,CIUSSS du Nord-de-L'Ile-de-Montréal,2169 rue Sauriol Est,Montréal,Québec,H2B 1G1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.570887,-73.647799,H2B 1G1,100%,LSST RSST et CSTC,Établissement de Santé
-73.609438,45.545663,0,Hôpital Jean-Talon,CIUSSS de L'Ouest-de-L'Île-de-Montréal,1385 rue Jean-Talon Est,Montréal,Québec,H2E 1S6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.545663,-73.609438,H2E 1S6,100%,LSST RSST et CSTC,Établissement de Santé
-73.623591,45.463708,0,Atelier De Travail Et Centre Act. De Jour Benny,CIUSSS de L'Ouest-de-L'Île-de-Montréal,2221 avenue Benny,Montréal,Québec,H4B 2R5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.463708,-73.623591,H4B 2R5,100%,LSST RSST et CSTC,Établissement de Santé
-73.529671,45.559843,0,Centre De Soins Prolongés Grâce Dart,CIUSSS de L'Ouest-de-L'Île-de-Montréal,5155 rue Sainte-Catherine Est,Montréal,Québec,H1V 2A5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.559843,-73.529671,H1V 2A5,100%,LSST RSST et CSTC,Établissement de Santé
-73.689485,45.440562,0,Centre D'Hébergement De Lachine,CIUSSS de L'Ouest-de-L'Île-de-Montréal,650 place d'Accueil,Montréal,Québec,H8S 3Z5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.440562,-73.689485,H8S 3Z5,100%,LSST RSST et CSTC,Établissement de Santé
-73.869882,45.490672,0,Centre D'Hébergement Denis-Benjamin-Viger,CIUSSS de L'Ouest-de-L'Île-de-Montréal,3292 rue Cherrier,Montréal,Québec,H9C 1E4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.490672,-73.869882,H9C 1E4,80%,LSST RSST et CSTC,Établissement de Santé
-73.62436,45.495009,0,Centre Hospitalier De St. Mary,Centre Hospitalier de St. Mary,3830 avenue Lacombe,Montréal,Québec,H3T 1M5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.495009,-73.62436,H3T 1M5,100%,LSST RSST et CSTC,Établissement de Santé
-73.62426,45.494576,0,Centre Hospitalier De St. Mary,Centre Hospitalier de St. Mary,3777 Jean-Brillant,Montréal,Québec,H3T 0A2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.494576,-73.62426,H3T 0A2,100%,LSST RSST et CSTC,Établissement de Santé
-73.62436,45.495009,0,Centre Hospitalier De St. Mary,CIUSSS de L'Ouest-de-L'Île-de-Montréal,3830 avenue Lacombe,Montréal,Québec,H3T 1M5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.495009,-73.62436,H3T 1M5,100%,LSST RSST et CSTC,Établissement de Santé
-73.627612,45.477281,0,Foyer De Groupe Colton,CIUSSS de L'Ouest-de-L'Île-de-Montréal,4559 avenue d'Oxford,Montréal,Québec,H4A 2Y9,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.477281,-73.627612,H4A 2Y9,100%,LSST RSST et CSTC,Établissement de Santé
-73.627146,45.487066,0,Foyer De Groupe Dornal,CIUSSS de L'Ouest-de-L'Île-de-Montréal,4912 avenue Dornal,Montréal,Québec,H3W 1W2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.487066,-73.627146,H3W 1W2,100%,LSST RSST et CSTC,Établissement de Santé
-73.615116,45.474583,0,Foyer De Groupe Hawkins,CIUSSS de L'Ouest-de-L'Île-de-Montréal,5455 chemin de la Côte-Saint-Antoine,Montréal,Québec,H4A 1R1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.474583,-73.615116,H4A 1R1,100%,LSST RSST et CSTC,Établissement de Santé
-73.638918,45.467938,0,Foyer De Groupe Odyssey,CIUSSS de L'Ouest-de-L'Île-de-Montréal,4840 boulevard Cavendish,Montréal,Québec,H4V 2R3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.467938,-73.638918,H4V 2R3,100%,LSST RSST et CSTC,Établissement de Santé
-73.797648,45.507073,0,Foyer De Groupe Roxboro,CIUSSS de L'Ouest-de-L'Île-de-Montréal,105 4e avenue Sud,Montréal,Québec,H8Y 2L6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.507073,-73.797648,H8Y 2L6,100%,LSST RSST et CSTC,Établissement de Santé
-73.615311,45.47437,0,Foyer De Groupe Rudel,CIUSSS de L'Ouest-de-L'Île-de-Montréal,5475 chemin de la Côte-Saint-Antoine,Montréal,Québec,H4A 1R1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.47437,-73.615311,H4A 1R1,100%,LSST RSST et CSTC,Établissement de Santé
-73.616227,45.464342,0,Foyer De Groupe Saint-James,CIUSSS de L'Ouest-de-L'Île-de-Montréal,6151 rue Saint-Jacques,Montréal,Québec,H4B 1T7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.464342,-73.616227,H4B 1T7,100%,LSST RSST et CSTC,Établissement de Santé
-73.695924,45.435355,0,Unité De Débordement - Rue Du Fort-Rolland,CISSS de L'Outaouais,3540 rue du Fort-Rolland,Montréal,Québec,H8T 1V7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.435355,-73.695924,H8T 1V7,100%,LSST RSST et CSTC,Établissement de Santé
